Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,#date+year,#indicator+type,#indicator+value+num,
ZAF,2011-01-01,2011-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2011,2011,USD,137.5320441182,X
ZAF,2012-01-01,2012-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2012,2012,USD,123.9165118380,X
ZAF,2013-01-01,2013-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2013,2013,USD,106.6392295423,X
ZAF,2014-01-01,2014-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2014,2014,USD,100.8034394231,X
ZAF,2015-01-01,2015-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2015,2015,USD,100.0000000000,X
ZAF,2016-01-01,2016-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2016,2016,USD,106.4000289481,X
ZAF,2017-01-01,2017-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2017,2017,USD,108.6379185866,X
ZAF,2018-01-01,2018-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2018,2018,USD,104.2155290390,X
ZAF,2019-01-01,2019-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2019,2019,USD,92.7762290282,X
ZAF,2020-01-01,2020-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2020,2020,USD,90.0991926847,X
ZAF,2021-01-01,2021-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2021,2021,USD,100.5902447648,X
ZAF,2022-01-01,2022-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2022,2022,USD,101.2237648518,E
ZAF,1970-01-01,1970-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1970,1970,LCU,1.7627463124,X
ZAF,1971-01-01,1971-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1971,1971,LCU,1.7692293461,X
ZAF,1972-01-01,1972-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1972,1972,LCU,1.8675491016,X
ZAF,1973-01-01,1973-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1973,1973,LCU,2.1401257182,X
ZAF,1974-01-01,1974-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1974,1974,LCU,2.4040848494,X
ZAF,1975-01-01,1975-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1975,1975,LCU,2.8335448267,X
ZAF,1976-01-01,1976-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1976,1976,LCU,3.1563184462,X
ZAF,1977-01-01,1977-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1977,1977,LCU,3.3216320405,X
ZAF,1978-01-01,1978-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1978,1978,LCU,3.5005241525,X
ZAF,1979-01-01,1979-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1979,1979,LCU,4.0135392852,X
ZAF,1980-01-01,1980-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1980,1980,LCU,4.9401355558,X
ZAF,1981-01-01,1981-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1981,1981,LCU,5.7885534005,X
ZAF,1982-01-01,1982-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1982,1982,LCU,6.7598440689,X
ZAF,1983-01-01,1983-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1983,1983,LCU,7.8320276221,X
ZAF,1984-01-01,1984-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1984,1984,LCU,8.3874256452,X
ZAF,1985-01-01,1985-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1985,1985,LCU,9.4465297834,X
ZAF,1986-01-01,1986-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1986,1986,LCU,11.1368108734,X
ZAF,1987-01-01,1987-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1987,1987,LCU,13.0173736631,X
ZAF,1988-01-01,1988-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1988,1988,LCU,14.8797826452,X
ZAF,1989-01-01,1989-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1989,1989,LCU,17.8394042642,X
ZAF,1990-01-01,1990-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1990,1990,LCU,21.2315000730,X
ZAF,1991-01-01,1991-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1991,1991,LCU,24.8192626543,X
ZAF,1992-01-01,1992-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1992,1992,LCU,27.7698876970,X
ZAF,1993-01-01,1993-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1993,1993,LCU,30.6136486884,X
ZAF,1994-01-01,1994-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1994,1994,LCU,33.1949881789,X
ZAF,1995-01-01,1995-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1995,1995,LCU,36.0092985993,X
ZAF,1996-01-01,1996-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1996,1996,LCU,38.1659842181,X
ZAF,1997-01-01,1997-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1997,1997,LCU,40.5117982819,X
ZAF,1998-01-01,1998-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1998,1998,LCU,42.7937273355,X
ZAF,1999-01-01,1999-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1999,1999,LCU,44.6289065793,X
ZAF,2000-01-01,2000-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2000,2000,LCU,48.0898811487,X
ZAF,2001-01-01,2001-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2001,2001,LCU,51.7768249955,X
ZAF,2002-01-01,2002-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2002,2002,LCU,58.8875601615,X
ZAF,2003-01-01,2003-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2003,2003,LCU,63.5292355895,X
ZAF,2004-01-01,2004-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2004,2004,LCU,65.2901565101,X
ZAF,2005-01-01,2005-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2005,2005,LCU,65.9901479462,X
ZAF,2006-01-01,2006-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2006,2006,LCU,62.3473341027,X
ZAF,2007-01-01,2007-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2007,2007,LCU,66.8288355744,X
ZAF,2008-01-01,2008-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2008,2008,LCU,73.4771605628,X
ZAF,2009-01-01,2009-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2009,2009,LCU,81.7582271307,X
ZAF,2010-01-01,2010-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2010,2010,LCU,80.6472806216,X
ZAF,2011-01-01,2011-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2011,2011,LCU,79.0898102216,X
ZAF,2012-01-01,2012-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2012,2012,LCU,80.5903384354,X
ZAF,2013-01-01,2013-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2013,2013,LCU,85.7360206874,X
ZAF,2014-01-01,2014-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2014,2014,LCU,93.0588723351,X
ZAF,2015-01-01,2015-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2015,2015,LCU,100.0000000000,X
ZAF,2016-01-01,2016-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2016,2016,LCU,106.8875088251,X
ZAF,2017-01-01,2017-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2017,2017,LCU,114.5244418896,X
ZAF,2018-01-01,2018-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2018,2018,LCU,118.5080333573,X
ZAF,2019-01-01,2019-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2019,2019,LCU,124.7519717429,X
ZAF,2020-01-01,2020-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2020,2020,LCU,132.6900980044,X
ZAF,2021-01-01,2021-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2021,2021,LCU,140.2652041228,X
ZAF,1970-01-01,1970-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1970,1970,USD,31.4870491226,X
ZAF,1971-01-01,1971-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1971,1971,USD,31.5617147965,X
ZAF,1972-01-01,1972-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1972,1972,USD,30.9975152843,X
ZAF,1973-01-01,1973-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1973,1973,USD,39.3477312904,X
ZAF,1974-01-01,1974-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1974,1974,USD,45.1428852859,X
ZAF,1975-01-01,1975-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1975,1975,USD,48.8879289410,X
ZAF,1976-01-01,1976-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1976,1976,USD,46.3119361882,X
ZAF,1977-01-01,1977-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1977,1977,USD,48.7375446181,X
ZAF,1978-01-01,1978-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1978,1978,USD,51.3623875218,X
ZAF,1979-01-01,1979-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1979,1979,USD,60.8160282287,X
ZAF,1980-01-01,1980-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1980,1980,USD,80.9297865305,X
ZAF,1981-01-01,1981-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1981,1981,USD,84.1585288124,X
ZAF,1982-01-01,1982-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1982,1982,USD,79.4318710550,X
ZAF,1983-01-01,1983-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1983,1983,USD,89.6941918251,X
ZAF,1984-01-01,1984-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1984,1984,USD,72.5386133093,X
ZAF,1985-01-01,1985-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1985,1985,USD,54.0803933300,X
ZAF,1986-01-01,1986-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1986,1986,USD,62.1846087558,X
ZAF,1987-01-01,1987-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1987,1987,USD,81.5741904138,X
ZAF,1988-01-01,1988-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1988,1988,USD,83.5068538685,X
ZAF,1989-01-01,1989-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1989,1989,USD,86.7860138990,X
ZAF,1990-01-01,1990-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1990,1990,USD,104.6995171393,X
ZAF,1991-01-01,1991-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1991,1991,USD,114.6798741644,X
ZAF,1992-01-01,1992-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1992,1992,USD,124.2329304827,X
ZAF,1993-01-01,1993-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1993,1993,USD,119.5313086038,X
ZAF,1994-01-01,1994-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1994,1994,USD,119.2781228377,X
ZAF,1995-01-01,1995-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1995,1995,USD,126.6692542104,X
ZAF,1996-01-01,1996-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1996,1996,USD,113.2629930188,X
ZAF,1997-01-01,1997-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1997,1997,USD,112.1726419491,X
ZAF,1998-01-01,1998-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1998,1998,USD,98.7652213164,X
ZAF,1999-01-01,1999-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1999,1999,USD,93.2021622142,X
ZAF,2000-01-01,2000-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2000,2000,USD,88.4136379444,X
ZAF,2001-01-01,2001-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2001,2001,USD,76.7340057262,X
ZAF,2002-01-01,2002-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2002,2002,USD,71.2797995835,X
ZAF,2003-01-01,2003-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2003,2003,USD,107.1502977775,X
ZAF,2004-01-01,2004-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2004,2004,USD,128.9585524594,X
ZAF,2005-01-01,2005-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2005,2005,USD,132.3982176027,X
ZAF,2006-01-01,2006-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2006,2006,USD,117.4746438167,X
ZAF,2007-01-01,2007-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2007,2007,USD,121.0248857174,X
ZAF,2008-01-01,2008-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2008,2008,USD,113.4807733841,X
ZAF,2009-01-01,2009-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2009,2009,USD,123.1045175264,X
ZAF,2010-01-01,2010-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2010,2010,USD,140.5466306942,X
ZAF,2011-01-01,2011-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2011,2011,USD,138.9730146252,X
ZAF,2012-01-01,2012-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2012,2012,USD,125.2436646902,X
ZAF,2013-01-01,2013-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2013,2013,USD,113.2981470168,X
ZAF,2014-01-01,2014-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2014,2014,USD,109.4047178109,X
ZAF,2015-01-01,2015-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2015,2015,USD,100.0000000000,X
ZAF,2016-01-01,2016-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2016,2016,USD,92.7128764841,X
ZAF,2017-01-01,2017-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2017,2017,USD,109.5870247001,X
ZAF,2018-01-01,2018-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2018,2018,USD,114.1942417402,X
ZAF,2019-01-01,2019-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2019,2019,USD,110.1643645164,X
ZAF,2020-01-01,2020-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2020,2020,USD,102.8600126740,X
ZAF,2021-01-01,2021-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2021,2021,USD,121.0956770646,X
